payment_id,order_id,total_price,payment_type
46614,46614,28.4,Credit
46615,46615,24.2,Debit
46616,46616,16.4,Debit
46617,46617,9.8,Credit
46618,46618,12.1,Debit
46619,46619,15.5,Credit
46620,46620,9.8,Debit
46621,46621,2.3,Debit
46622,46622,28.4,Debit
46623,46623,18.3,Credit
46624,46624,21.5,Gift Card
46625,46625,17.3,Gift Card
46626,46626,21.7,Meal Swipe
46627,46627,2.3,Gift Card
46628,46628,4.4,Cash
46629,46629,6.2,Cash
46630,46630,25.4,Credit
46631,46631,28.6,Gift Card
46632,46632,2.0,Credit
46633,46633,32.4,Gift Card
46634,46634,25.2,Credit
46635,46635,8.7,Cash
46636,46636,13.0,Credit
46637,46637,18.6,Meal Swipe
46638,46638,4.3,Meal Swipe
46639,46639,2.0,Cash
46640,46640,2.1,Cash
46641,46641,18.0,Debit
46642,46642,2.0,Meal Swipe
46643,46643,15.5,Gift Card
46644,46644,16.7,Cash
46645,46645,6.7,Debit
46646,46646,4.4,Cash
46647,46647,12.9,Debit
46648,46648,8.2,Meal Swipe
46649,46649,11.3,Cash
46650,46650,2.3,Meal Swipe
46651,46651,2.0,Credit
46652,46652,11.2,Credit
46653,46653,18.4,Cash
46654,46654,13.6,Gift Card
46655,46655,13.0,Credit
46656,46656,21.3,Meal Swipe
46657,46657,28.6,Meal Swipe
46658,46658,11.0,Cash
46659,46659,13.0,Credit
46660,46660,16.9,Credit
46661,46661,10.8,Meal Swipe
46662,46662,5.2,Cash
46663,46663,4.4,Cash
46664,46664,28.5,Cash
46665,46665,4.0,Gift Card
46666,46666,6.5,Debit
46667,46667,13.0,Cash
46668,46668,30.2,Gift Card
46669,46669,14.5,Meal Swipe
46670,46670,21.8,Gift Card
46671,46671,10.4,Cash
46672,46672,9.8,Credit
46673,46673,16.5,Gift Card
46674,46674,15.1,Gift Card
46675,46675,2.0,Meal Swipe
46676,46676,10.3,Debit
46677,46677,15.9,Debit
46678,46678,14.4,Gift Card
46679,46679,11.8,Debit
46680,46680,10.5,Credit
46681,46681,2.5,Gift Card
46682,46682,5.2,Debit
46683,46683,2.1,Credit
46684,46684,8.8,Cash
46685,46685,15.9,Credit
46686,46686,9.8,Cash
46687,46687,28.0,Meal Swipe
46688,46688,18.6,Meal Swipe
46689,46689,8.5,Meal Swipe
46690,46690,2.0,Debit
46691,46691,11.2,Debit
46692,46692,6.2,Meal Swipe
46693,46693,24.5,Meal Swipe
46694,46694,26.0,Cash
46695,46695,28.4,Gift Card
46696,46696,15.1,Credit
46697,46697,6.5,Cash
46698,46698,32.5,Credit
46699,46699,14.2,Meal Swipe
46700,46700,8.3,Meal Swipe
46701,46701,13.1,Debit
46702,46702,19.7,Debit
46703,46703,2.3,Meal Swipe
46704,46704,24.6,Debit
46705,46705,16.7,Credit
46706,46706,18.4,Cash
46707,46707,25.1,Meal Swipe
46708,46708,30.7,Gift Card
46709,46709,19.3,Meal Swipe
46710,46710,18.0,Credit
46711,46711,8.5,Cash
46712,46712,11.6,Gift Card
46713,46713,15.2,Gift Card
46714,46714,6.5,Gift Card
46715,46715,15.8,Cash
46716,46716,4.3,Gift Card
46717,46717,5.4,Debit
46718,46718,13.6,Credit
46719,46719,5.4,Debit
46720,46720,23.0,Debit
46721,46721,21.3,Cash
46722,46722,30.8,Meal Swipe
46723,46723,13.4,Meal Swipe
46724,46724,13.4,Cash
46725,46725,18.2,Debit
46726,46726,13.0,Cash
46727,46727,11.3,Credit
46728,46728,12.4,Gift Card
46729,46729,12.8,Debit
46730,46730,17.2,Debit
46731,46731,23.1,Cash
46732,46732,4.4,Cash
46733,46733,22.2,Meal Swipe
46734,46734,2.1,Debit
46735,46735,6.4,Meal Swipe
46736,46736,11.2,Credit
46737,46737,30.8,Gift Card
46738,46738,6.5,Credit
46739,46739,21.0,Cash
46740,46740,21.2,Meal Swipe
46741,46741,6.2,Credit
46742,46742,24.4,Meal Swipe
46743,46743,19.7,Meal Swipe
46744,46744,17.4,Debit
46745,46745,9.8,Cash
46746,46746,11.2,Gift Card
46747,46747,11.2,Debit
46748,46748,9.6,Gift Card
46749,46749,18.1,Credit
46750,46750,8.3,Meal Swipe
46751,46751,12.1,Debit
46752,46752,21.1,Debit
46753,46753,26.5,Meal Swipe
46754,46754,29.2,Credit
46755,46755,11.3,Cash
46756,46756,5.2,Cash
46757,46757,2.0,Credit
46758,46758,9.8,Cash
46759,46759,34.1,Debit
46760,46760,11.2,Meal Swipe
46761,46761,19.9,Meal Swipe
46762,46762,6.4,Meal Swipe
46763,46763,22.7,Debit
46764,46764,28.8,Cash
46765,46765,17.4,Meal Swipe
46766,46766,8.5,Gift Card
46767,46767,36.7,Debit
46768,46768,17.2,Debit
46769,46769,11.3,Debit
46770,46770,16.6,Cash
46771,46771,5.2,Debit
46772,46772,5.2,Meal Swipe
46773,46773,8.3,Debit
46774,46774,8.3,Cash
46775,46775,5.2,Cash
46776,46776,6.4,Gift Card
46777,46777,11.2,Gift Card
46778,46778,22.0,Gift Card
46779,46779,8.9,Gift Card
46780,46780,30.0,Debit
46781,46781,8.2,Meal Swipe
46782,46782,26.3,Meal Swipe
46783,46783,29.2,Gift Card
46784,46784,4.4,Meal Swipe
46785,46785,14.7,Meal Swipe
46786,46786,2.0,Gift Card
46787,46787,13.8,Cash
46788,46788,5.4,Debit
46789,46789,5.4,Cash
46790,46790,18.8,Debit
46791,46791,13.2,Debit
46792,46792,10.5,Gift Card
46793,46793,21.3,Gift Card
46794,46794,19.2,Gift Card
46795,46795,26.6,Debit
46796,46796,2.0,Credit
46797,46797,19.7,Meal Swipe
46798,46798,22.0,Cash
46799,46799,33.7,Gift Card
46800,46800,8.2,Gift Card
46801,46801,4.8,Meal Swipe
46802,46802,6.7,Meal Swipe
46803,46803,5.2,Cash
46804,46804,22.4,Credit
46805,46805,6.2,Credit
46806,46806,15.8,Gift Card
46807,46807,8.2,Cash
46808,46808,5.2,Debit
46809,46809,15.6,Debit
46810,46810,18.9,Credit
46811,46811,27.5,Cash
46812,46812,17.6,Cash
46813,46813,24.7,Cash
46814,46814,2.0,Cash
46815,46815,18.1,Meal Swipe
46816,46816,19.7,Credit
46817,46817,17.2,Gift Card
46818,46818,13.0,Gift Card
46819,46819,8.2,Gift Card
46820,46820,15.2,Credit
46821,46821,5.2,Debit
46822,46822,9.9,Debit
46823,46823,17.1,Gift Card
46824,46824,13.3,Meal Swipe
46825,46825,22.6,Gift Card
46826,46826,32.2,Meal Swipe
46827,46827,9.8,Cash
46828,46828,29.3,Credit
46829,46829,24.6,Meal Swipe
46830,46830,17.2,Debit
46831,46831,19.5,Meal Swipe
46832,46832,12.8,Cash
46833,46833,9.6,Meal Swipe
46834,46834,19.2,Cash
46835,46835,13.0,Meal Swipe
46836,46836,17.2,Credit
46837,46837,35.5,Meal Swipe
46838,46838,20.9,Debit
46839,46839,5.2,Meal Swipe
46840,46840,22.8,Gift Card
46841,46841,6.2,Meal Swipe
46842,46842,8.0,Cash
46843,46843,6.2,Credit
46844,46844,2.0,Meal Swipe
46845,46845,27.8,Credit
46846,46846,9.5,Cash
46847,46847,14.1,Debit
46848,46848,2.0,Debit
46849,46849,10.2,Gift Card
46850,46850,14.5,Gift Card
46851,46851,13.4,Credit
46852,46852,13.0,Credit
46853,46853,9.8,Debit
46854,46854,11.2,Debit
46855,46855,15.2,Gift Card
46856,46856,6.5,Meal Swipe
46857,46857,19.4,Meal Swipe
46858,46858,19.5,Gift Card
46859,46859,8.2,Credit
46860,46860,22.6,Meal Swipe
46861,46861,16.8,Credit
46862,46862,2.3,Cash
46863,46863,19.6,Credit
46864,46864,10.6,Credit
46865,46865,33.6,Gift Card
46866,46866,13.6,Credit
46867,46867,19.7,Debit
46868,46868,10.6,Debit
46869,46869,4.4,Cash
46870,46870,9.8,Meal Swipe
46871,46871,4.4,Gift Card
46872,46872,18.3,Cash
46873,46873,8.0,Cash
46874,46874,16.3,Meal Swipe
46875,46875,15.0,Meal Swipe
46876,46876,8.3,Cash
46877,46877,4.5,Cash
46878,46878,10.5,Cash
46879,46879,15.6,Cash
46880,46880,20.4,Credit
46881,46881,26.8,Credit
46882,46882,11.2,Gift Card
46883,46883,10.8,Meal Swipe
46884,46884,24.7,Cash
46885,46885,9.8,Debit
46886,46886,10.6,Gift Card
46887,46887,9.8,Credit
46888,46888,13.0,Meal Swipe
46889,46889,8.0,Cash
46890,46890,15.8,Meal Swipe
46891,46891,2.1,Credit
46892,46892,9.8,Debit
46893,46893,17.4,Cash
46894,46894,8.2,Debit
46895,46895,13.4,Cash
46896,46896,15.7,Credit
46897,46897,13.3,Credit
46898,46898,11.3,Gift Card
46899,46899,15.0,Meal Swipe
46900,46900,25.0,Gift Card
46901,46901,12.8,Cash
46902,46902,16.5,Cash
46903,46903,21.2,Gift Card
46904,46904,11.2,Debit
46905,46905,6.2,Gift Card
46906,46906,10.6,Meal Swipe
46907,46907,17.2,Debit
46908,46908,14.5,Meal Swipe
46909,46909,24.9,Gift Card
46910,46910,15.2,Debit
46911,46911,25.8,Debit
46912,46912,26.7,Debit
46913,46913,12.5,Cash
46914,46914,15.3,Debit
46915,46915,11.2,Debit
46916,46916,27.8,Cash
46917,46917,17.5,Meal Swipe
46918,46918,27.4,Credit
46919,46919,2.3,Credit
46920,46920,9.2,Gift Card
46921,46921,19.2,Gift Card
46922,46922,28.1,Credit
46923,46923,8.3,Gift Card
46924,46924,10.8,Credit
46925,46925,16.4,Meal Swipe
46926,46926,15.6,Cash
46927,46927,15.2,Credit
46928,46928,4.4,Meal Swipe
46929,46929,15.3,Credit
46930,46930,33.7,Credit
46931,46931,19.7,Credit
46932,46932,4.1,Cash
46933,46933,4.5,Debit
46934,46934,10.0,Credit
46935,46935,9.8,Debit
46936,46936,8.0,Debit
46937,46937,2.0,Credit
46938,46938,10.5,Meal Swipe
46939,46939,10.5,Meal Swipe
46940,46940,10.7,Cash
46941,46941,14.8,Credit
46942,46942,12.3,Debit
46943,46943,4.4,Cash
46944,46944,22.6,Debit
46945,46945,5.2,Cash
46946,46946,7.4,Meal Swipe
46947,46947,17.2,Gift Card
46948,46948,12.4,Meal Swipe
46949,46949,11.2,Credit
46950,46950,16.5,Meal Swipe
46951,46951,9.8,Credit
46952,46952,19.7,Meal Swipe
46953,46953,9.7,Debit
46954,46954,16.7,Debit
46955,46955,36.9,Meal Swipe
46956,46956,17.2,Meal Swipe
46957,46957,21.3,Credit
46958,46958,2.0,Debit
46959,46959,20.0,Gift Card
46960,46960,19.2,Meal Swipe
46961,46961,19.2,Credit
46962,46962,19.4,Cash
46963,46963,30.6,Gift Card
46964,46964,8.3,Credit
46965,46965,26.3,Cash
46966,46966,18.2,Gift Card
46967,46967,8.0,Credit
46968,46968,34.0,Gift Card
46969,46969,15.9,Gift Card
46970,46970,11.4,Debit
46971,46971,4.8,Credit
46972,46972,16.5,Cash
46973,46973,4.4,Debit
46974,46974,11.2,Debit
46975,46975,2.0,Cash
46976,46976,10.6,Debit
46977,46977,13.3,Cash
46978,46978,30.4,Meal Swipe
46979,46979,2.3,Cash
46980,46980,17.8,Meal Swipe
46981,46981,19.2,Cash
46982,46982,9.8,Debit
46983,46983,35.2,Credit
46984,46984,9.3,Meal Swipe
46985,46985,28.2,Cash
46986,46986,13.5,Credit
46987,46987,21.5,Cash
46988,46988,32.8,Credit
46989,46989,8.5,Meal Swipe
46990,46990,30.4,Cash
46991,46991,8.3,Cash
46992,46992,13.4,Meal Swipe
46993,46993,8.0,Credit
46994,46994,15.5,Cash
46995,46995,6.2,Cash
46996,46996,23.6,Cash
46997,46997,9.8,Debit
46998,46998,20.6,Cash
46999,46999,11.2,Meal Swipe
47000,47000,5.4,Credit
47001,47001,11.0,Credit
47002,47002,10.8,Credit
47003,47003,19.0,Gift Card
47004,47004,21.3,Debit
47005,47005,7.7,Meal Swipe
47006,47006,24.0,Debit
47007,47007,14.2,Cash
47008,47008,14.4,Credit
47009,47009,18.2,Meal Swipe
47010,47010,22.4,Debit
47011,47011,2.5,Gift Card
47012,47012,17.1,Gift Card
47013,47013,8.0,Debit
47014,47014,18.2,Debit
47015,47015,5.4,Cash
47016,47016,14.5,Credit
47017,47017,2.0,Debit
47018,47018,14.6,Credit
47019,47019,16.0,Debit
47020,47020,11.4,Gift Card
47021,47021,13.3,Cash
47022,47022,27.7,Debit
47023,47023,17.2,Credit
47024,47024,6.2,Cash
47025,47025,21.8,Cash
47026,47026,12.9,Cash
47027,47027,12.6,Credit
47028,47028,2.0,Credit
47029,47029,27.2,Gift Card
47030,47030,21.9,Meal Swipe
47031,47031,13.7,Credit
47032,47032,14.2,Gift Card
47033,47033,12.0,Credit
47034,47034,2.0,Credit
47035,47035,17.2,Meal Swipe
47036,47036,13.8,Meal Swipe
47037,47037,21.3,Gift Card
47038,47038,10.2,Gift Card
47039,47039,21.8,Credit
47040,47040,16.4,Cash
47041,47041,8.0,Gift Card
47042,47042,36.7,Meal Swipe
47043,47043,19.4,Gift Card
47044,47044,12.7,Credit
47045,47045,21.8,Gift Card
47046,47046,5.2,Meal Swipe
47047,47047,18.8,Debit
47048,47048,10.2,Credit
47049,47049,11.3,Debit
47050,47050,8.5,Gift Card
47051,47051,15.7,Gift Card
47052,47052,2.5,Meal Swipe
47053,47053,25.2,Gift Card
47054,47054,23.1,Credit
47055,47055,13.4,Debit
47056,47056,15.7,Meal Swipe
47057,47057,11.3,Credit
47058,47058,22.5,Cash
47059,47059,27.8,Gift Card
47060,47060,30.7,Cash
47061,47061,17.5,Credit
47062,47062,11.2,Gift Card
47063,47063,9.6,Cash
47064,47064,29.4,Credit
47065,47065,32.2,Cash
47066,47066,2.3,Meal Swipe
47067,47067,14.1,Meal Swipe
47068,47068,5.2,Gift Card
47069,47069,22.6,Gift Card
47070,47070,6.5,Debit
47071,47071,21.1,Cash
47072,47072,18.1,Credit
47073,47073,16.3,Credit
47074,47074,24.7,Meal Swipe
47075,47075,7.5,Credit
47076,47076,20.9,Meal Swipe
47077,47077,22.2,Cash
47078,47078,8.3,Cash
47079,47079,8.5,Cash
47080,47080,27.5,Meal Swipe
47081,47081,24.2,Debit
47082,47082,24.6,Credit
47083,47083,24.4,Meal Swipe
47084,47084,15.2,Gift Card
47085,47085,10.4,Gift Card
47086,47086,16.8,Debit
47087,47087,27.5,Credit
47088,47088,18.0,Gift Card
47089,47089,21.2,Cash
47090,47090,6.2,Debit
47091,47091,4.3,Credit
47092,47092,17.4,Gift Card
47093,47093,10.8,Meal Swipe
47094,47094,18.1,Meal Swipe
47095,47095,21.8,Cash
47096,47096,23.3,Credit
47097,47097,11.8,Gift Card
47098,47098,4.8,Credit
47099,47099,8.2,Cash
47100,47100,5.2,Meal Swipe
47101,47101,19.5,Credit
47102,47102,23.9,Debit
47103,47103,6.2,Gift Card
47104,47104,8.5,Gift Card
47105,47105,20.3,Cash
47106,47106,8.5,Cash
47107,47107,17.4,Debit
47108,47108,29.5,Gift Card
47109,47109,4.5,Gift Card
47110,47110,2.0,Debit
47111,47111,8.0,Cash
47112,47112,18.7,Cash
47113,47113,14.2,Cash
47114,47114,21.2,Credit
47115,47115,12.1,Cash
47116,47116,9.8,Credit
47117,47117,16.5,Debit
47118,47118,19.5,Meal Swipe
47119,47119,8.0,Credit
47120,47120,13.5,Meal Swipe
47121,47121,13.0,Meal Swipe
47122,47122,12.8,Credit
47123,47123,19.4,Gift Card
47124,47124,2.0,Meal Swipe
47125,47125,2.5,Gift Card
47126,47126,19.7,Debit
47127,47127,12.9,Credit
47128,47128,2.0,Meal Swipe
47129,47129,21.0,Meal Swipe
47130,47130,19.7,Credit
47131,47131,2.0,Credit
47132,47132,19.2,Credit
47133,47133,6.4,Meal Swipe
47134,47134,21.7,Debit
47135,47135,26.3,Gift Card
47136,47136,17.4,Meal Swipe
47137,47137,19.3,Meal Swipe
47138,47138,2.0,Gift Card
47139,47139,23.0,Meal Swipe
47140,47140,21.7,Meal Swipe
47141,47141,15.8,Gift Card
47142,47142,2.1,Debit
47143,47143,2.5,Meal Swipe
47144,47144,13.1,Meal Swipe
47145,47145,20.4,Meal Swipe
47146,47146,21.3,Gift Card
47147,47147,21.0,Gift Card
47148,47148,11.3,Cash
47149,47149,9.8,Meal Swipe
47150,47150,17.2,Cash
47151,47151,11.3,Meal Swipe
47152,47152,27.6,Debit
47153,47153,8.3,Meal Swipe
47154,47154,7.4,Debit
47155,47155,19.8,Credit
47156,47156,7.9,Meal Swipe
47157,47157,21.7,Cash
47158,47158,19.3,Debit
47159,47159,9.3,Cash
47160,47160,8.5,Cash
47161,47161,24.7,Credit
47162,47162,19.4,Meal Swipe
47163,47163,6.2,Credit
47164,47164,4.3,Cash
47165,47165,28.4,Debit
47166,47166,8.2,Gift Card
47167,47167,28.4,Debit
47168,47168,19.3,Debit
47169,47169,11.2,Debit
47170,47170,22.2,Debit
47171,47171,5.4,Gift Card
47172,47172,12.3,Debit
47173,47173,16.7,Cash
47174,47174,8.3,Meal Swipe
47175,47175,13.3,Gift Card
47176,47176,5.2,Meal Swipe
47177,47177,23.1,Cash
47178,47178,25.4,Debit
47179,47179,16.0,Cash
47180,47180,13.7,Cash
47181,47181,2.5,Credit
47182,47182,6.2,Gift Card
47183,47183,11.3,Credit
47184,47184,13.0,Cash
47185,47185,23.4,Gift Card
47186,47186,10.5,Credit
47187,47187,18.9,Meal Swipe
47188,47188,19.7,Meal Swipe
47189,47189,13.5,Meal Swipe
47190,47190,11.6,Cash
47191,47191,10.6,Gift Card
47192,47192,19.7,Debit
47193,47193,5.2,Debit
47194,47194,13.1,Debit
47195,47195,2.0,Meal Swipe
47196,47196,12.8,Debit
47197,47197,23.5,Meal Swipe
47198,47198,18.8,Meal Swipe
47199,47199,34.4,Credit
47200,47200,17.0,Cash
47201,47201,2.1,Meal Swipe
47202,47202,27.8,Credit
47203,47203,8.5,Credit
47204,47204,24.8,Meal Swipe
47205,47205,9.8,Credit
47206,47206,34.4,Gift Card
47207,47207,12.5,Gift Card
47208,47208,11.2,Credit
47209,47209,15.0,Credit
47210,47210,10.2,Debit
47211,47211,23.2,Gift Card
47212,47212,19.3,Gift Card
47213,47213,11.2,Credit
47214,47214,17.0,Cash
47215,47215,14.4,Meal Swipe
47216,47216,5.4,Debit
47217,47217,21.3,Gift Card
47218,47218,21.6,Debit
47219,47219,10.6,Credit
47220,47220,19.0,Cash
47221,47221,5.2,Gift Card
47222,47222,11.3,Credit
47223,47223,2.0,Credit
47224,47224,8.0,Debit
47225,47225,10.5,Meal Swipe
47226,47226,8.2,Meal Swipe
47227,47227,10.2,Debit
47228,47228,11.8,Credit
47229,47229,5.2,Debit
47230,47230,15.2,Credit
47231,47231,11.2,Gift Card
47232,47232,4.4,Debit
47233,47233,6.2,Credit
47234,47234,26.7,Cash
47235,47235,21.2,Gift Card
47236,47236,9.8,Cash
47237,47237,26.2,Gift Card
47238,47238,10.3,Credit
47239,47239,8.5,Cash
47240,47240,2.0,Cash
47241,47241,28.0,Debit
47242,47242,19.6,Debit
47243,47243,18.3,Debit
47244,47244,18.3,Gift Card
47245,47245,18.9,Meal Swipe
47246,47246,16.4,Meal Swipe
47247,47247,19.6,Credit
47248,47248,5.4,Debit
47249,47249,25.2,Debit
47250,47250,19.8,Meal Swipe
47251,47251,40.6,Meal Swipe
47252,47252,18.7,Credit
47253,47253,6.2,Credit
47254,47254,15.2,Debit
47255,47255,34.1,Cash
47256,47256,17.3,Debit
47257,47257,22.0,Debit
47258,47258,25.7,Credit
47259,47259,15.0,Cash
47260,47260,8.2,Credit
47261,47261,27.5,Debit
47262,47262,5.2,Gift Card
47263,47263,5.4,Credit
47264,47264,30.4,Credit
47265,47265,19.7,Credit
47266,47266,2.0,Credit
47267,47267,35.4,Gift Card
47268,47268,19.5,Gift Card
47269,47269,2.3,Credit
47270,47270,21.6,Gift Card
47271,47271,12.8,Cash
47272,47272,15.1,Debit
47273,47273,8.3,Meal Swipe
47274,47274,11.3,Meal Swipe
47275,47275,27.6,Meal Swipe
47276,47276,13.7,Meal Swipe
47277,47277,2.1,Debit
47278,47278,13.0,Credit
47279,47279,25.5,Cash
47280,47280,24.9,Cash
47281,47281,23.4,Debit
47282,47282,33.5,Cash
47283,47283,6.2,Credit
47284,47284,9.6,Debit
47285,47285,5.2,Credit
47286,47286,6.2,Meal Swipe
47287,47287,9.7,Debit
47288,47288,21.0,Meal Swipe
47289,47289,18.2,Cash
47290,47290,2.5,Debit
47291,47291,8.2,Meal Swipe
47292,47292,8.2,Credit
47293,47293,11.2,Cash
47294,47294,5.2,Credit
47295,47295,4.3,Debit
47296,47296,13.5,Gift Card
47297,47297,10.6,Gift Card
47298,47298,9.8,Debit
47299,47299,13.7,Gift Card
47300,47300,21.9,Meal Swipe
47301,47301,25.4,Debit
47302,47302,12.8,Debit
47303,47303,22.5,Cash
47304,47304,13.7,Gift Card
47305,47305,2.0,Credit
47306,47306,8.2,Cash
47307,47307,16.5,Cash
47308,47308,21.6,Gift Card
47309,47309,8.2,Cash
47310,47310,30.7,Meal Swipe
47311,47311,18.0,Debit
47312,47312,9.8,Credit
47313,47313,2.1,Cash
47314,47314,27.0,Gift Card
47315,47315,19.0,Credit
47316,47316,4.1,Credit
47317,47317,29.3,Gift Card
47318,47318,11.3,Credit
47319,47319,11.2,Debit
47320,47320,6.9,Cash
47321,47321,10.6,Cash
47322,47322,2.1,Gift Card
47323,47323,2.5,Gift Card
47324,47324,10.6,Debit
47325,47325,6.2,Gift Card
47326,47326,20.3,Meal Swipe
47327,47327,2.0,Gift Card
47328,47328,8.0,Debit
47329,47329,8.2,Meal Swipe
47330,47330,36.7,Cash
47331,47331,11.2,Credit
47332,47332,18.6,Gift Card
47333,47333,18.0,Debit
47334,47334,10.5,Meal Swipe
47335,47335,2.0,Gift Card
47336,47336,5.2,Credit
47337,47337,2.3,Credit
47338,47338,6.4,Debit
47339,47339,10.5,Meal Swipe
47340,47340,5.2,Debit
47341,47341,5.2,Gift Card
47342,47342,8.5,Credit
47343,47343,5.2,Meal Swipe
47344,47344,10.6,Meal Swipe
47345,47345,2.5,Gift Card
47346,47346,8.7,Credit
47347,47347,7.4,Meal Swipe
47348,47348,24.6,Cash
47349,47349,21.5,Debit
47350,47350,8.2,Meal Swipe
47351,47351,8.5,Meal Swipe
47352,47352,24.2,Cash
47353,47353,26.8,Cash
47354,47354,2.5,Gift Card
47355,47355,26.8,Meal Swipe
47356,47356,13.8,Cash
47357,47357,15.5,Cash
47358,47358,17.4,Meal Swipe
47359,47359,22.6,Gift Card
47360,47360,27.5,Debit
47361,47361,8.5,Gift Card
47362,47362,27.5,Meal Swipe
47363,47363,20.4,Credit
47364,47364,9.8,Meal Swipe
47365,47365,5.2,Cash
47366,47366,17.0,Debit
47367,47367,19.4,Credit
47368,47368,5.2,Cash
47369,47369,8.3,Meal Swipe
47370,47370,29.2,Gift Card
47371,47371,21.5,Cash
47372,47372,30.4,Meal Swipe
47373,47373,24.6,Meal Swipe
47374,47374,28.0,Gift Card
47375,47375,21.5,Credit
47376,47376,17.2,Debit
47377,47377,5.4,Gift Card
47378,47378,17.2,Meal Swipe
47379,47379,16.8,Cash
47380,47380,32.2,Gift Card
47381,47381,2.0,Cash
47382,47382,23.5,Gift Card
47383,47383,12.6,Gift Card
47384,47384,13.0,Credit
47385,47385,20.0,Debit
47386,47386,12.3,Meal Swipe
47387,47387,24.5,Meal Swipe
47388,47388,28.4,Gift Card
47389,47389,39.6,Credit
47390,47390,24.4,Meal Swipe
47391,47391,17.2,Cash
47392,47392,25.9,Credit
47393,47393,9.8,Cash
47394,47394,21.2,Debit
47395,47395,21.6,Gift Card
47396,47396,11.8,Cash
47397,47397,17.2,Meal Swipe
47398,47398,21.2,Debit
47399,47399,21.0,Gift Card
47400,47400,4.4,Credit
47401,47401,2.3,Debit
47402,47402,10.4,Debit
47403,47403,6.2,Meal Swipe
47404,47404,6.2,Meal Swipe
47405,47405,5.2,Meal Swipe
47406,47406,21.9,Gift Card
47407,47407,2.0,Cash
47408,47408,13.5,Debit
47409,47409,8.5,Cash
47410,47410,11.2,Debit
47411,47411,19.5,Meal Swipe
47412,47412,8.5,Credit
47413,47413,8.2,Cash
47414,47414,16.8,Meal Swipe
47415,47415,22.4,Cash
47416,47416,18.4,Credit
47417,47417,20.2,Gift Card
47418,47418,8.2,Debit
47419,47419,11.2,Gift Card
47420,47420,6.9,Gift Card
47421,47421,19.7,Gift Card
47422,47422,43.2,Cash
47423,47423,26.2,Gift Card
47424,47424,17.2,Gift Card
47425,47425,14.4,Cash
47426,47426,15.5,Cash
47427,47427,12.3,Gift Card
47428,47428,21.4,Debit
47429,47429,18.0,Cash
47430,47430,13.0,Gift Card
47431,47431,5.2,Meal Swipe
47432,47432,9.2,Gift Card
47433,47433,6.2,Meal Swipe
47434,47434,5.4,Meal Swipe
47435,47435,10.2,Debit
47436,47436,10.4,Meal Swipe
47437,47437,13.2,Debit
47438,47438,21.2,Cash
47439,47439,4.4,Cash
47440,47440,12.3,Debit
47441,47441,13.7,Debit
47442,47442,5.4,Gift Card
47443,47443,18.3,Debit
47444,47444,6.7,Gift Card
47445,47445,2.0,Meal Swipe
47446,47446,8.5,Meal Swipe
47447,47447,17.8,Credit
47448,47448,28.7,Cash
47449,47449,8.2,Meal Swipe
47450,47450,6.4,Credit
47451,47451,33.6,Credit
47452,47452,7.2,Cash
47453,47453,11.3,Meal Swipe
47454,47454,8.5,Meal Swipe
47455,47455,27.7,Credit
47456,47456,23.9,Gift Card
47457,47457,2.5,Debit
47458,47458,9.8,Gift Card
47459,47459,12.8,Credit
47460,47460,23.3,Credit
47461,47461,2.1,Gift Card
47462,47462,8.0,Gift Card
47463,47463,9.8,Debit
47464,47464,10.6,Meal Swipe
47465,47465,20.3,Gift Card
47466,47466,27.7,Debit
47467,47467,21.2,Cash
47468,47468,13.6,Cash
47469,47469,2.5,Cash
47470,47470,24.0,Meal Swipe
47471,47471,15.6,Credit
47472,47472,15.0,Debit
47473,47473,8.2,Gift Card
47474,47474,22.5,Credit
47475,47475,8.5,Credit
47476,47476,11.2,Credit
47477,47477,11.3,Debit
47478,47478,2.3,Debit
47479,47479,6.2,Gift Card
47480,47480,26.3,Gift Card
47481,47481,11.3,Cash
47482,47482,27.6,Debit
47483,47483,13.4,Debit
47484,47484,2.1,Gift Card
47485,47485,22.9,Debit
47486,47486,8.3,Gift Card
47487,47487,13.2,Cash
47488,47488,21.1,Debit
47489,47489,12.8,Gift Card
47490,47490,11.2,Cash
47491,47491,19.7,Cash
47492,47492,27.8,Gift Card
47493,47493,11.2,Debit
47494,47494,18.6,Meal Swipe
47495,47495,9.8,Debit
47496,47496,8.3,Cash
47497,47497,22.6,Credit
47498,47498,16.4,Gift Card
47499,47499,22.5,Gift Card
47500,47500,6.2,Cash
47501,47501,19.2,Cash
47502,47502,21.5,Debit
47503,47503,12.8,Meal Swipe
47504,47504,13.2,Cash
47505,47505,10.3,Credit
47506,47506,29.9,Gift Card
47507,47507,18.9,Cash
47508,47508,10.5,Meal Swipe
47509,47509,30.9,Credit
47510,47510,25.6,Credit
47511,47511,7.5,Cash
47512,47512,19.9,Cash
47513,47513,28.6,Meal Swipe
47514,47514,9.8,Meal Swipe
47515,47515,6.2,Meal Swipe
47516,47516,8.3,Meal Swipe
47517,47517,2.1,Credit
47518,47518,24.6,Cash
47519,47519,35.3,Meal Swipe
47520,47520,17.2,Debit
47521,47521,18.3,Credit
47522,47522,13.0,Gift Card
47523,47523,21.3,Credit
47524,47524,13.3,Debit
47525,47525,10.0,Cash
47526,47526,4.4,Gift Card
47527,47527,13.3,Credit
47528,47528,23.6,Debit
47529,47529,24.2,Debit
47530,47530,21.0,Cash
47531,47531,2.1,Cash
